./static/TZVET/TZVET_img/iain-ball-at-alyssa-davis/8-1200x800.jpg,artwork
./static/TZVET/TZVET_img/iain-ball-at-alyssa-davis/13-1200x801.jpg,artwork
./static/TZVET/TZVET_img/iain-ball-at-alyssa-davis/3-1200x800.jpg,install
./static/TZVET/TZVET_img/iain-ball-at-alyssa-davis/2-1200x800.jpg,artwork
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5326---HD.jpg,artwork
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5262---HD.jpg,artwork
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5324---HD.jpg,artwork
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5292---HD.jpg,artwork
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5229---HD.jpg,artwork
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5349---HD.jpg,artwork
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5237---HD.jpg,artwork
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5312---HD.jpg,install
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5210---HD.jpg,artwork
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5058---HD.jpg,install
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5119---HD.jpg,install
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5137---HD.jpg,install
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5157---HD.jpg,install
./static/TZVET/TZVET_img/4eme-periode-intermediaire-a-group-show-at-karl-marx-studio-paris/Karl-Marx-Studio-5271---HD.jpg,artwork
./static/TZVET/TZVET_img/continuously-growing-horizontal-underground-stems-geopoetics-in-times-of-anthropocene/02d-800x1200.jpg,install
./static/TZVET/TZVET_img/continuously-growing-horizontal-underground-stems-geopoetics-in-times-of-anthropocene/03-2-1200x799.jpg,install
